Fecha Inicio Viaje,Fecha Fin Viaje,Temporada,ID Origen,ID Destino,Tiempo,Viaje
2019-04-30,2019-04-30,2,51,51,7.384927425999873,15777
2019-05-01,2019-05-01,2,51,51,5.158198009429021,7636
2019-05-02,2019-05-02,2,50,51,7.042083521590396,15493
2019-05-03,2019-05-03,2,51,51,7.596972122182207,14994
2019-05-04,2019-05-04,2,51,51,7.079915209326974,9435
2019-05-05,2019-05-05,2,50,50,9.153541637211932,7073
2019-05-06,2019-05-06,2,51,51,8.699365884590996,15770
2019-05-07,2019-05-07,2,51,51,8.968323828415572,16132
2019-05-08,2019-05-08,2,51,51,7.6358489352119925,15543
2019-05-09,2019-05-09,2,51,51,6.872770283229973,15641
2019-05-10,2019-05-10,2,11,51,5.48815987933635,13260
2019-05-11,2019-05-11,2,51,51,4.346242965905329,9063
2019-05-12,2019-05-12,2,50,50,8.621268400055028,7269
2019-05-13,2019-05-13,2,51,51,8.250828729281768,15385
2019-05-14,2019-05-14,2,51,51,7.934631083202512,15925
2019-05-15,2019-05-15,2,51,51,8.789265347198926,14905
2019-05-16,2019-05-16,2,51,51,7.583301343570057,15630
2019-05-17,2019-05-17,2,51,51,6.285819201495527,14978
2019-05-18,2019-05-18,2,51,51,5.626011135623489,9519
2019-05-19,2019-05-19,2,51,51,8.125926943147487,7282
2019-05-20,2019-05-20,2,11,51,7.78846027899666,15269
2019-05-21,2019-05-21,2,51,51,7.523326188374732,15862
2019-05-22,2019-05-22,2,51,51,7.663550229026793,15937
2019-05-23,2019-05-23,2,51,51,6.936642717178315,15310
2019-05-24,2019-05-24,2,51,51,4.985908715974705,14548
2019-05-25,2019-05-25,2,51,51,5.275242047026279,9399
2019-05-26,2019-05-26,2,50,50,8.220177412948498,7553
2019-05-27,2019-05-27,2,51,51,8.018355169282657,15418
2019-05-28,2019-05-28,2,50,51,7.748048216850915,16011
2019-05-29,2019-05-29,2,51,51,8.40579525146796,15668
2019-05-30,2019-05-30,2,51,51,7.284355044699872,15660
2019-05-31,2019-05-31,2,51,51,6.31464564608811,13574
2019-06-01,2019-06-01,3,50,50,5.087800930608942,9886
2019-06-02,2019-06-02,3,50,50,9.26962704977507,6891
2019-06-03,2019-06-03,3,51,51,8.341480744635499,14074
2019-06-04,2019-06-04,3,50,51,8.264547206165703,15570
2019-06-05,2019-06-05,3,51,51,7.642307692307693,15600
2019-06-06,2019-06-06,3,51,51,7.820701800156535,15332
2019-06-07,2019-06-07,3,51,51,6.080691250510274,14698
2019-06-08,2019-06-08,3,51,51,4.393168193643253,8841
2019-06-09,2019-06-09,3,50,50,7.844979051223138,7399
2019-06-10,2019-06-10,3,51,51,7.607085775173148,15016
2019-06-11,2019-06-11,3,51,51,7.690594707885774,15268
2019-06-12,2019-06-12,3,51,51,8.099328948242642,15051
2019-06-13,2019-06-13,3,51,51,7.778550879775206,14947
2019-06-14,2019-06-14,3,51,51,6.591987201780622,14377
2019-06-15,2019-06-15,3,51,51,5.725609756097561,9348
2019-06-16,2019-06-16,3,51,51,9.399828326180257,5825
2019-06-17,2019-06-17,3,51,51,11.36544667994232,14563
2019-06-18,2019-06-18,3,51,51,7.1760503928826544,15399
2019-06-19,2019-06-19,3,51,51,7.002602884277172,14215
2019-06-20,2019-06-20,3,51,51,7.756847251054711,14933
2019-06-21,2019-06-21,3,51,51,6.116700062184758,14473
2019-06-22,2019-06-22,3,50,51,5.781687846203975,9207
2019-06-23,2019-06-23,3,50,51,8.430104408352669,6896
2019-06-24,2019-06-24,3,51,51,7.450382732225364,14501
2019-06-25,2019-06-25,3,50,51,6.899696268440844,13828
2019-06-26,2019-06-26,3,51,51,8.232706181921063,14138
2019-06-27,2019-06-27,3,51,51,8.6993238581482,14494
2019-06-28,2019-06-28,3,51,51,5.992380952380953,14175
2019-06-29,2019-06-29,3,51,51,4.386422976501305,9192
2019-06-30,2019-06-30,3,51,51,8.038842120809335,6771
2019-07-01,2019-07-01,3,50,51,8.69783915283343,13976
2019-07-02,2019-07-02,3,51,51,8.41414686825054,14816
2019-07-03,2019-07-03,3,50,51,7.356034252073856,14948
2019-07-04,2019-07-04,3,51,51,7.375608061153579,14390
2019-07-05,2019-07-05,3,51,51,6.2882025245046185,14181
2019-07-06,2019-07-06,3,51,51,5.806659267480577,9010
2019-07-07,2019-07-07,3,51,51,6.9499720514253776,7156
2019-07-08,2019-07-08,3,51,51,8.890048154093098,12460
2019-07-09,2019-07-09,3,51,51,7.679128186183967,13535
2019-07-10,2019-07-10,3,51,51,7.524573933950923,14141
2019-07-11,2019-07-11,3,51,51,7.71976360637713,14552
2019-07-12,2019-07-12,3,51,51,7.743133723547952,13326
2019-07-13,2019-07-13,3,51,51,6.30873252349301,8726
2019-07-14,2019-07-14,3,51,51,6.9596894595401615,6698
2019-07-15,2019-07-15,3,51,51,8.591635106207805,12146
2019-07-16,2019-07-16,3,51,51,8.0083007153462,14818
2019-07-17,2019-07-17,3,51,51,9.051781737193764,14368
2019-07-18,2019-07-18,3,194,51,7.553256238587949,13144
2019-07-19,2019-07-19,3,51,51,7.4115198934576325,12014
2019-07-20,2019-07-20,3,51,51,6.494512347218758,8018
2019-07-21,2019-07-21,3,51,51,10.11888,6250
2019-07-22,2019-07-22,3,51,51,8.776784437133458,13982
2019-07-23,2019-07-23,3,51,51,7.912673056443024,14085
2019-07-24,2019-07-24,3,51,51,7.650697203396432,12837
2019-07-25,2019-07-25,3,51,51,4.273167822261985,13413
2019-07-26,2019-07-26,3,51,51,6.785606721090592,12617
2019-07-27,2019-07-27,3,51,51,5.130513254371122,8865
2019-07-28,2019-07-28,3,50,50,11.717356572258533,6885
2019-07-29,2019-07-29,3,51,51,8.895312624770423,12523
2019-07-30,2019-07-30,3,51,51,9.279053084648494,13940
2019-07-31,2019-07-31,3,51,51,7.287127323746054,14255
2019-08-01,2019-08-01,3,51,51,7.031981724728727,14008
2019-08-02,2019-08-02,3,51,51,6.700314748201439,13344
2019-08-03,2019-08-03,3,51,51,3.227338289137912,9013
2019-08-04,2019-08-04,3,50,51,8.576240327719617,6591
2019-08-05,2019-08-05,3,51,51,9.216216216216216,13764
2019-08-06,2019-08-06,3,52,51,8.40408314773571,13470
2019-08-07,2019-08-07,3,51,51,8.175151559418596,13691
2019-08-08,2019-08-08,3,194,51,7.171915332989158,11622
2019-08-09,2019-08-09,3,51,51,6.602994055918398,13627
2019-08-10,2019-08-10,3,51,51,2.8264732343679713,8892
2019-08-11,2019-08-11,3,51,51,10.382223445239406,7268
2019-08-12,2019-08-12,3,51,51,8.469522676186699,15126
2019-08-13,2019-08-13,3,51,51,9.401089270063855,15974
2019-08-14,2019-08-14,3,194,51,8.816565134453265,16251
2019-08-15,2019-08-15,3,51,51,7.505874308447815,16087
2019-08-16,2019-08-16,3,51,51,8.822816578230317,13946
2019-08-17,2019-08-17,3,51,51,6.813633067440174,9653
2019-08-18,2019-08-18,3,50,50,8.33463796477495,7154
2019-08-19,2019-08-19,3,51,51,9.549431489689729,15567
2019-08-20,2019-08-20,3,51,51,8.286109403810695,16270
2019-08-21,2019-08-21,3,51,51,8.292035942885278,16248
2019-08-22,2019-08-22,3,51,51,8.860180325662764,14862
2019-08-23,2019-08-23,3,51,51,7.75106072659772,15084
2019-08-24,2019-08-24,3,51,51,5.00282520574868,8141
2019-08-25,2019-08-25,3,51,51,11.026155305596964,7379
2019-08-26,2019-08-26,3,51,51,8.020697253482332,12707
2019-08-27,2019-08-27,3,51,51,8.187023370233703,16260
2019-08-28,2019-08-28,3,51,51,8.618151705862868,15095
2019-08-29,2019-08-29,3,51,51,7.590463626083679,15918
2019-08-30,2019-08-30,3,51,51,6.440417569430767,15231
2019-08-31,2019-08-31,3,51,51,6.452412526777517,9803
2019-09-01,2019-09-01,3,51,51,8.56841406768414,7535
2019-09-02,2019-09-02,3,51,51,8.944967208440262,14028
2019-09-03,2019-09-03,3,51,51,8.014435695538058,16002
2019-09-04,2019-09-04,3,51,51,9.52480293558032,14716
2019-09-05,2019-09-05,3,51,51,7.73030402092187,15295
2019-09-06,2019-09-06,3,34,51,7.905796117822723,14734
2019-09-07,2019-09-07,3,51,51,5.5022232356629805,8771
2019-09-08,2019-09-08,3,51,51,9.944944126464977,7338
2019-09-09,2019-09-09,3,51,51,10.068817066118358,15563
2019-09-10,2019-09-10,3,51,51,8.746487908140356,15589
2019-09-11,2019-09-11,3,51,51,9.656620088978006,15959
2019-09-12,2019-09-12,3,51,51,7.942633801929017,15863
2019-09-13,2019-09-13,3,51,51,8.593276613405271,14457
2019-09-14,2019-09-14,3,51,51,5.935494803434252,8852
2019-09-15,2019-09-15,3,51,54,5.00031051079025,6441
2019-09-16,2019-09-16,3,51,50,7.254521538967445,6082
2019-09-17,2019-09-17,3,51,51,8.236117239205798,15865
2019-09-18,2019-09-18,3,51,51,8.909985761158918,16153
2019-09-19,2019-09-19,3,51,51,9.326819615360831,16171
2019-09-20,2019-09-20,3,51,51,6.86734905595131,14459
2019-09-21,2019-09-21,3,51,51,6.046373365041617,10092
2019-09-22,2019-09-22,3,50,51,9.427123928293064,7698
2019-09-23,2019-09-23,3,51,51,7.363075924724205,15410
2019-09-24,2019-09-24,3,11,51,9.206115866517802,16122
2019-09-25,2019-09-25,3,11,51,8.692054447610003,15795
2019-09-26,2019-09-26,3,51,51,9.93435204616999,15248
2019-09-27,2019-09-27,3,51,51,7.589606501283148,14028
2019-09-28,2019-09-28,3,51,51,5.920953062685346,9779
2019-09-29,2019-09-29,3,50,51,9.810881251018081,6139
2019-09-30,2019-09-30,3,51,51,9.332858402876722,14739
2019-10-01,2019-10-01,4,51,51,8.920086929524992,16105
2019-10-02,2019-10-02,4,51,51,8.6655442500549,13661
2019-10-03,2019-10-03,4,51,51,7.958819492107069,16027
2019-10-04,2019-10-04,4,51,51,6.53212620768867,14801
2019-10-05,2019-10-05,4,51,51,4.351962673699158,9859
2019-10-06,2019-10-06,4,51,51,7.713952632224813,8149
2019-10-07,2019-10-07,4,51,51,8.661839383110777,15951
2019-10-08,2019-10-08,4,51,51,8.258634246658199,16533
2019-10-09,2019-10-09,4,51,51,7.432593594393557,16267
2019-10-10,2019-10-10,4,51,51,7.43354292473386,16063
2019-10-11,2019-10-11,4,51,51,5.424331747839486,14927
2019-10-12,2019-10-12,4,51,51,4.7345334396718695,8777
2019-10-13,2019-10-13,4,51,51,7.923556942277691,7051
2019-10-14,2019-10-14,4,51,51,10.45741955638863,16005
2019-10-15,2019-10-15,4,51,51,8.359473969958376,16577
2019-10-16,2019-10-16,4,51,51,7.328428733775944,16719
2019-10-17,2019-10-17,4,51,51,5.700136952191235,16064
2019-10-18,2019-10-18,4,51,51,8.074482274482275,14245
2019-10-19,2019-10-19,4,51,51,4.835755813953488,9632
2019-10-20,2019-10-20,4,51,51,8.711715664765247,6837
2019-10-21,2019-10-21,4,51,51,8.063720385316325,15364
2019-10-22,2019-10-22,4,51,51,9.083088512241055,13275
2019-10-23,2019-10-23,4,51,51,7.379972918950287,15509
2019-10-24,2019-10-24,4,51,51,6.933587441049164,15479
2019-10-25,2019-10-25,4,51,51,7.341061622940818,14751
2019-10-26,2019-10-26,4,51,51,6.026795170514721,9442
2019-10-27,2019-10-27,4,51,51,8.748665297741272,7305
2019-10-28,2019-10-28,4,51,51,8.667733298504539,15313
2019-10-29,2019-10-29,4,51,51,7.5611114511292,16339
2019-10-30,2019-10-30,4,51,51,8.17956301303718,16568
2019-10-31,2019-10-31,4,51,51,9.443497284248641,13256
2019-11-01,2019-11-01,4,51,51,6.836183010069608,14797
2019-11-02,2019-11-02,4,51,51,9.589863013698631,7300
2019-11-03,2019-11-03,4,50,50,8.55084277424703,7238
2019-11-04,2019-11-04,4,51,51,8.110726417559446,15308
2019-11-05,2019-11-05,4,51,51,7.928393005828476,15613
