Fecha Inicio Viaje,Fecha Fin Viaje,Temporada,ID Origen,ID Destino,Tiempo,Viaje
22/12/2019,22/12/2019,1,51,51,7.148527767,5366
23/12/2019,23/12/2019,1,51,51,8.187108421,9417
24/12/2019,24/12/2019,1,54,35,8.690320471,6116
25/12/2019,25/12/2019,1,50,35,9.271024465,2616
26/12/2019,26/12/2019,1,51,51,5.854208167,8032
27/12/2019,27/12/2019,1,51,51,7.927943761,8535
28/12/2019,28/12/2019,1,35,51,5.067020571,6028
29/12/2019,29/12/2019,1,50,50,9.394495413,5341
30/12/2019,30/12/2019,1,51,51,7.416499247,7964
31/12/2019,31/12/2019,1,51,51,8.312763884,6158
